$a_{\mu1}$,$a_{\mu2}$,$a_d$,$b_{\mu1}$,$b_{\mu2}$,$b_d$,$c_{\mu1}$,$c_{\mu2}$,$c_d$,$x_{\mu1}$,$x_{\mu2}$,$x_d$,f
-2.387829482800824,-2.5495041050204605,23.503848605845008,14.148726591295393,-82.65688361965992,-84.75054686842665,-25.32645194375055,29.0908730485271,83.19322483075254,8.507013605804143,-11.941839009714048,-12.91151642873998,0.00043423117972497875
-2.4858361985034576,-2.6853676915591955,24.565003133595315,59.40190864270065,-17.38277227976387,-27.864640749079953,-0.9537505428227462,-2.8907563631992446,93.57793739157708,13.404152107683633,8.17743904926039,-3.7534422818725313,0.000669967878547934
-2.8242666773445606,-2.9631693714038088,23.94647441514054,-68.1165924046033,-74.72855273495992,82.99700015392206,-73.56982157119253,44.77423493208116,8.447100070741946,-6.312911422791544,10.90908895996499,-11.4470611540218,0.00020643098795649953
-2.7594059512838385,-2.8052667121118104,23.864421898376687,-67.61595300304958,87.88882201736388,98.1880663730616,-32.730283180423726,-74.18869638766338,-56.56477640339942,-7.8399228931776666,6.305246060541517,-19.285898938836073,0.00020077881648348866
-2.754846431967847,-2.2768293078737916,24.60508912914008,-92.32765176673902,-4.787209187574831,-59.5531841384658,-82.01168379154385,-42.995214374540765,-27.362949068985415,-2.3306077844872473,-13.448230106873552,-19.75813077645305,0.0003742350999607452
-2.9205399801301453,-2.8345932317108304,25.351382127274093,-67.06171213709223,-50.16621241955049,-55.96291562319834,-71.46887592245156,12.880619524561894,-56.24966422070291,1.3586932284519375,-7.168341838739132,-3.113691581933751,3.921538405457647e-05
-2.8496510090287637,-2.3369806503375004,22.879347984811076,11.003890461691427,95.7056912623963,-42.43698374396199,59.25952049710038,71.9284285523881,83.82891110587754,0.36652190559027353,-1.291232145777883,8.450362660273612,0.00020174490679523136
-2.8615933847569783,-2.806273438777573,23.217925801143693,71.35172457529754,68.82499053385567,13.315935229396553,23.110216336595585,-81.17291188353865,89.854389418679,12.622936429012318,4.309372282293102,-14.575270933043651,9.504053580443821e-05
-2.7159870736510037,-3.0440875937044223,22.488256459845005,92.59207039651771,51.01058892054951,17.267557554276607,85.90847144555127,-6.361215422397123,-46.532851289578566,1.191041676427533,-9.704747457927798,-17.41306992728528,0.0012204469973382073
-2.84175636462149,-2.657375400803665,24.0868941154012,-43.28181998407743,2.538900977362715,3.8643194357879587,-90.34740977833991,77.32879003598899,-27.200190972641224,-16.67354623048052,-1.8010483523559309,-4.124210307048459,0.0009884939689099933
