$a_{\mu1}$,$a_{\mu2}$,$a_d$,$b_{\mu1}$,$b_{\mu2}$,$b_d$,$c_{\mu1}$,$c_{\mu2}$,$c_d$,$x_{\mu1}$,$x_{\mu2}$,$x_d$,f
-2.939297231105994,-2.4524496670433127,22.703992290903233,-84.86541614460832,-22.99133995435065,-35.4545581932629,-32.131000293727,81.68222052187295,4.403226771752262,-12.185742608814865,-3.9303693074937716,5.204678736355859,0.0003470589665461119
-2.88734465602194,-2.267688211891558,23.094659507993605,32.57216233652061,-82.16250723553702,97.53966383645525,-66.37091046410742,-76.75570827952913,24.399874766024414,-9.022210052513271,-7.039544261564757,-17.46613139340984,8.933372834057154e-05
-2.5115446569005346,-2.3162203206594225,23.54452246620539,2.2777832843994332,21.805674062523728,91.0448681076592,88.38368481209709,-30.95566878259627,19.415343029613624,-2.012312979982196,-19.725675492097366,-14.879011650959832,0.00032382317187871465
-2.8533973463420423,-2.796285916217167,24.45436524883403,94.5850356087971,56.36872750538593,-44.9192452772748,-37.60420220304016,-46.39889700020967,63.52650007834084,-1.4266769494137819,10.527513910680764,-10.354431968896405,9.894033019015575e-05
-2.3580430320347636,-2.2744710005369106,24.651931616187266,29.161291458159972,60.74037325252918,37.03090431756938,62.99033917151897,51.05177195372537,-58.714175126130996,-7.032011757655613,9.628302304917973,-6.968483915538133,5.303550881280422e-05
-3.1382948078736606,-2.378519467516485,24.437647888395443,80.99697686468909,82.52171073890858,34.625270133969835,-47.10404459769657,31.34751041284794,-93.56576036846161,10.355262758515,2.6171742891482026,-15.627510574019349,0.0004038840438084706
-2.8314773993772384,-2.8071315481028014,23.21596032472285,66.80959478320433,24.387753893050288,-20.949041343590665,-15.352517398279069,-45.64961115285084,-34.41250711716009,-0.9153106954691606,-2.8028344440169644,-0.9402377145949234,0.00025337990917493524
-2.7961280920737015,-2.7505819320169733,24.494330057167403,22.32391642028809,39.636828343171175,55.84733160449599,13.984252807339145,-51.2684934572967,-97.16946305162439,4.239085809776269,10.147597542285776,-18.39737067359659,0.00015704159261240472
-2.5573184592172766,-2.7305208830993384,22.561410978305513,91.77518704302706,56.02742962073829,-71.75805611470393,-55.34307460726827,30.85396004889878,-27.59639382711589,-18.661989882604594,-7.190120842492418,-6.668183696573877,0.0003415565883725137
-2.9450272828429163,-2.365344031489923,22.653414441217265,-41.56617464716237,-2.886604390247598,-20.62663348525941,-95.05127093931948,-36.27524114400775,-4.588675355992412,12.168213409663226,-5.5636566915850825,10.184051422684767,6.556205393673379e-05
-2.855676970066084,-2.482258450095226,22.639498622972493,94.51821435630721,-28.674346633402067,-76.45236136660256,-18.512529012945578,-38.271205619984315,-88.9532468762821,10.308118248517376,13.74008438573838,-13.350397369009784,0.00013311441138397353
-2.621780344692751,-2.6321069605979757,21.869598807605385,-63.20294159242335,-29.910611605622577,-17.324694968002916,-98.4799882377947,-75.98860448105606,11.833764500041163,7.528428667286594,-12.828235057871298,-15.348312019653243,0.00018253402699607837
-2.779136811935075,-2.452990989206306,24.63034379974174,45.19681338284976,17.554597184484365,29.045241058466587,76.1062398321163,-5.987539719725675,-81.19727231352205,1.7833621775316117,0.3158156108890644,-17.59228939799126,0.00035199859508664046
-2.6604186793544238,-2.692088350649012,24.04635249770801,61.83702878071817,41.71704069178972,50.54220682515353,28.604213582909964,88.41898139001071,59.69068775165581,12.244649866551518,-15.982375132450606,-16.714797084086868,9.23869502729381e-06
-2.449379480233174,-2.8308106559646666,23.10929763236718,-60.406924438515404,54.39662026229101,31.124951511463763,24.064828129606248,-49.37863642302774,22.358348970737808,11.206984868840713,4.495634466354935,-11.726583873145724,0.00024981840015079104
-2.270646500602865,-2.5041438572443084,23.093474856440995,-41.92013957196537,-8.874907687757705,59.931390505630304,64.30267199735037,-39.24766242268721,-16.472130599064066,-4.209998313687141,10.92979423171964,-16.55853735320862,0.00012635517260006914
-2.9121903991291567,-3.510790574226671,23.444393511896823,94.51874213788238,-56.85168114304763,0.326591660132749,27.453948708531716,38.3832943408031,-42.41873829033225,-0.46443850234673345,12.252810061899387,-2.3777374261890856,0.0006916361113393879
-2.486793345935869,-2.5949593506080535,25.046364464876937,74.76730851001328,-47.3255371897711,29.49790150869771,-34.454210968544345,-35.134726276854764,-31.260830298684496,-5.243258265126618,-6.4546424947386765,1.8811544525876274,0.00018322752079629457
-2.8075817351967647,-2.5300473787226894,23.03341072073116,-70.78345956240518,75.75791743423855,72.72428965335806,37.670003396223336,99.33116051396969,-7.036918791654191,-5.089203954741173,10.469409967484943,5.624585119563167,2.8910381713114506e-05
-2.5656342906136924,-2.9137349457419233,23.299859829728586,-21.705741115342278,34.12032649865138,-23.540248918114564,-0.8323829923090003,-37.08925822237858,-74.75496408810199,3.109908407688108,-3.1967550300218885,-11.394988309218892,0.0010220977073522295
-3.1377336426177096,-1.9659572843686028,23.013060643313995,14.31997333069004,16.636040606021183,-57.87505135042758,35.69196836689957,-79.84469339060183,89.80372567470124,13.761911273793158,-15.761669713666993,-9.410227238094011,0.00038185630063307125
-2.6043348939551785,-2.124901320616931,23.246142389449183,-11.966512422525284,44.166204903535686,-85.42633260640015,-25.762271308039715,84.42675338730172,82.89755742680777,10.659853433977542,-9.879639565625935,6.952684200991662,0.00017902659130569014
-2.7311683410088143,-2.218028338253665,24.93300661853016,-34.828155671059115,-70.30360518759568,-64.08184229464487,-68.39076187097612,35.785724292330805,-25.285740464475342,1.0886796271249468,10.433508711409738,-4.950409388639713,0.0007712801468929885
-2.8466989822435513,-2.8164783316572555,23.601712242150942,-81.51871077049995,41.89894695651758,-40.305481825461186,-92.60902654196552,40.14647037746499,-45.95924088402871,-0.20486204053149137,-8.435124536677543,14.35468834211729,0.000698041396010915
-2.951064718076773,-3.2055285153314035,23.3626920806424,61.43532501425964,-69.13464258616459,-11.922534171970511,-20.99026549367305,30.06981963691875,55.33003530618253,-2.929939150778167,1.4428747141582692,-5.0271830696976405,0.0002387786077105217
-2.67394787606379,-3.038034550860496,24.155844708819686,-25.03032101439686,-73.59521347052765,24.186762671080174,39.30467293743325,-56.48792011963516,1.1052790057073203,-6.204864645412984,6.425658725359606,-9.891008060280212,1.4183329998653833e-05
-2.7491787268561043,-2.5023602845425814,23.62000143114959,45.28280549733369,-81.51512225613696,50.27115400251283,12.996512337734757,71.24163438018572,-99.39114649912715,-6.567099331073655,-16.71272744256062,-5.808788688029718,0.00020291734641228964
-2.7506936967451017,-2.7669798126475587,23.81958196724859,-21.249118140931557,31.690264491701157,72.57700432494755,48.26684466038755,0.6117635518144411,98.46328502671841,-13.24267770125256,5.2085787690787875,-2.5781777562054953,0.0006306307544924766
-3.2465896364063727,-2.6974069709801043,23.940236283221125,57.909906382056974,63.256713355759246,-4.582250947800809,1.7714036899152141,88.9727330634946,80.29746913647668,-16.513432085617346,-6.876241120642663,8.061315819999407,0.0003079408061098408
