$a_{\mu1}$,$a_{\mu2}$,$a_d$,$b_{\mu1}$,$b_{\mu2}$,$b_d$,$c_{\mu1}$,$c_{\mu2}$,$c_d$,$x_{\mu1}$,$x_{\mu2}$,$x_d$,f,Posterior
-2.7215214879447926,-2.6427963983935827,23.503645130904882,3.096821164675923,94.28266121806087,68.99027326782169,-90.91785994207196,-20.847253316329994,-86.36959044483672,10.080613439354675,1.3912023895507684,9.796365834747771,5.805001269288009e-07,-26019.802629178335
-2.838754767200386,-2.9275091924802985,24.820836165272237,35.47080264407199,61.13099978548533,-3.161212365208904,21.143183502524614,-72.52249567571201,93.47230292502778,-15.097567078508416,0.03170643087847047,10.034641913734768,0.00013034241920198208,-26021.961478672223
-3.0156919334155114,-2.3373999588527226,22.344048466513577,52.44009688674397,-57.48391775851005,17.783588593840673,-78.73369909250872,-31.42550001733386,74.41014287771844,-19.276559729830762,-13.996569378825855,-17.240681151935327,0.0007363489379721476,-26025.27323188324
-3.0156919334155114,-2.3373999588527226,22.344048466513577,52.44009688674397,-57.48391775851005,17.783588593840673,-78.73369909250872,-31.42550001733386,74.41014287771844,-19.276559729830762,-13.996569378825855,-17.240681151935327,0.0007363489379721476,-26025.27323188324
